FlightDate,date_id,period,side,metric,metric_label,unit,scale,ewr_minus_control_gap,reference_gap,dynamic_contrast,dynamic_contrast_scaled
2025-06-04,2025-06-04,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.00023282199989829722,0.005001178116057323,-0.00523400011595562,-0.523400011595562
2025-06-05,2025-06-05,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.0677907798520021,0.005001178116057323,-0.07279195796805943,-7.279195796805943
2025-06-06,2025-06-06,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,0.03440076156157407,0.005001178116057323,0.029399583445516745,2.9399583445516746
2025-06-07,2025-06-07,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.055626878003379926,0.005001178116057323,-0.06062805611943725,-6.062805611943725
2025-06-08,2025-06-08,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.16606856594029135,0.005001178116057323,-0.17106974405634867,-17.106974405634865
2025-06-09,2025-06-09,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.144257862480802,0.005001178116057323,-0.14925904059685932,-14.925904059685932
2025-06-10,2025-06-10,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.031128678113581554,0.005001178116057323,-0.03612985622963888,-3.6129856229638877
2025-06-11,2025-06-11,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.13095067289172335,0.005001178116057323,-0.13595185100778068,-13.595185100778068
2025-06-12,2025-06-12,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.14526673229262818,0.005001178116057323,-0.1502679104086855,-15.02679104086855
2025-06-13,2025-06-13,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.14317040700072164,0.005001178116057323,-0.14817158511677897,-14.817158511677897
2025-06-14,2025-06-14,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.11239351822661989,0.005001178116057323,-0.11739469634267721,-11.73946963426772
2025-06-15,2025-06-15,interim,arr,delay15_rate,Delay-15-plus rate,pp,100.0,-0.16432261331487263,0.005001178116057323,-0.16932379143092996,-16.932379143092994
2025-03-18,2025-03-18,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.016404974521803783,2.534567144208066,-2.5509721187298697,-2.5509721187298697
2025-03-19,2025-03-19,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.3362598704372028,2.534567144208066,-3.870827014645269,-3.870827014645269
2025-03-20,2025-03-20,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,3.7532585707176627,2.534567144208066,1.2186914265095967,1.2186914265095967
2025-03-21,2025-03-21,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,9.450762713336404,2.534567144208066,6.916195569128338,6.916195569128338
2025-03-22,2025-03-22,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,1.4270171988570626,2.534567144208066,-1.1075499453510034,-1.1075499453510034
2025-03-23,2025-03-23,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.0088253292775233,2.534567144208066,-3.5433924734855893,-3.5433924734855893
2025-03-24,2025-03-24,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.2570380204702032,2.534567144208066,-2.791605164678269,-2.791605164678269
2025-03-25,2025-03-25,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.5120204454119308,2.534567144208066,-3.046587589619997,-3.046587589619997
2025-03-26,2025-03-26,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.2850298395267734,2.534567144208066,-2.819596983734839,-2.819596983734839
2025-03-27,2025-03-27,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,1.544459254847606,2.534567144208066,-0.99010788936046,-0.99010788936046
2025-03-28,2025-03-28,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,4.101058950538944,2.534567144208066,1.5664918063308777,1.5664918063308777
2025-03-29,2025-03-29,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,7.634101925035679,2.534567144208066,5.0995347808276135,5.0995347808276135
2025-03-30,2025-03-30,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,5.172090681833389,2.534567144208066,2.6375235376253228,2.6375235376253228
2025-03-31,2025-03-31,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,9.613104896322563,2.534567144208066,7.078537752114497,7.078537752114497
2025-04-01,2025-04-01,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,0.06572170435040525,2.534567144208066,-2.4688454398576605,-2.4688454398576605
2025-04-02,2025-04-02,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.329509263463809,2.534567144208066,-5.864076407671875,-5.864076407671875
2025-04-03,2025-04-03,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.8193133873188376,2.534567144208066,-3.3538805315269036,-3.3538805315269036
2025-04-04,2025-04-04,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.5842594973337514,2.534567144208066,-6.118826641541817,-6.118826641541817
2025-04-05,2025-04-05,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,3.9535880743575866,2.534567144208066,1.4190209301495207,1.4190209301495207
2025-04-06,2025-04-06,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.7289797147978525,2.534567144208066,-4.263546859005919,-4.263546859005919
2025-04-07,2025-04-07,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,24.926781044300803,2.534567144208066,22.392213900092738,22.392213900092738
2025-04-08,2025-04-08,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,8.340720518574965,2.534567144208066,5.806153374366899,5.806153374366899
2025-04-09,2025-04-09,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,1.4957217692438842,2.534567144208066,-1.0388453749641817,-1.0388453749641817
2025-04-10,2025-04-10,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.0528369948347553,2.534567144208066,-3.587404139042821,-3.587404139042821
2025-04-11,2025-04-11,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.44965035102967654,2.534567144208066,-2.9842174952377425,-2.9842174952377425
2025-04-12,2025-04-12,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,0.9960632536269578,2.534567144208066,-1.5385038905811081,-1.5385038905811081
2025-04-13,2025-04-13,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,1.9735190506310443,2.534567144208066,-0.5610480935770217,-0.5610480935770217
2025-04-14,2025-04-14,reference,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,0.9000381196750125,2.534567144208066,-1.6345290245330535,-1.6345290245330535
2025-04-15,2025-04-15,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,9.779526685180166,2.534567144208066,7.2449595409721,7.2449595409721
2025-04-16,2025-04-16,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,2.8185015808650986,2.534567144208066,0.28393443665703266,0.28393443665703266
2025-04-17,2025-04-17,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,36.2878453093749,2.534567144208066,33.75327816516683,33.75327816516683
2025-04-18,2025-04-18,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,33.297168920721624,2.534567144208066,30.76260177651356,30.76260177651356
2025-04-19,2025-04-19,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.5293245698823517,2.534567144208066,-3.063891714090418,-3.063891714090418
2025-04-20,2025-04-20,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,67.07730768633705,2.534567144208066,64.54274054212898,64.54274054212898
2025-04-21,2025-04-21,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,41.48545552844824,2.534567144208066,38.95088838424017,38.95088838424017
2025-04-22,2025-04-22,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,2.8149884391054716,2.534567144208066,0.28042129489740564,0.28042129489740564
2025-04-23,2025-04-23,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,5.759665391522355,2.534567144208066,3.225098247314289,3.225098247314289
2025-04-24,2025-04-24,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,24.950480473336796,2.534567144208066,22.41591332912873,22.41591332912873
2025-04-25,2025-04-25,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,24.754917737419703,2.534567144208066,22.220350593211638,22.220350593211638
2025-04-26,2025-04-26,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,78.60603769924813,2.534567144208066,76.07147055504007,76.07147055504007
2025-04-27,2025-04-27,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,37.42688479919571,2.534567144208066,34.89231765498764,34.89231765498764
2025-04-28,2025-04-28,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,44.50659406121487,2.534567144208066,41.9720269170068,41.9720269170068
2025-04-29,2025-04-29,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,14.479422444881541,2.534567144208066,11.944855300673474,11.944855300673474
2025-04-30,2025-04-30,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,55.361007083755815,2.534567144208066,52.82643993954775,52.82643993954775
2025-05-01,2025-05-01,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,77.57597185694425,2.534567144208066,75.04140471273618,75.04140471273618
2025-05-02,2025-05-02,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,46.032487505164575,2.534567144208066,43.497920360956506,43.497920360956506
2025-05-03,2025-05-03,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,31.00546302423066,2.534567144208066,28.470895880022596,28.470895880022596
2025-05-04,2025-05-04,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,78.22629582610652,2.534567144208066,75.69172868189845,75.69172868189845
2025-05-05,2025-05-05,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,67.02030410521259,2.534567144208066,64.48573696100452,64.48573696100452
2025-05-06,2025-05-06,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,73.83919372166208,2.534567144208066,71.30462657745402,71.30462657745402
2025-05-07,2025-05-07,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,3.9457423839792796,2.534567144208066,1.4111752397712136,1.4111752397712136
2025-05-08,2025-05-08,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,36.09792876281154,2.534567144208066,33.56336161860347,33.56336161860347
2025-05-09,2025-05-09,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,79.12041672639762,2.534567144208066,76.58584958218955,76.58584958218955
2025-05-10,2025-05-10,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,1.4815339153574516,2.534567144208066,-1.0530332288506143,-1.0530332288506143
2025-05-11,2025-05-11,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,44.292304718547356,2.534567144208066,41.75773757433929,41.75773757433929
2025-05-12,2025-05-12,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,29.956829214031966,2.534567144208066,27.4222620698239,27.4222620698239
2025-05-13,2025-05-13,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,10.38806716308545,2.534567144208066,7.8535000188773845,7.8535000188773845
2025-05-14,2025-05-14,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,75.76993637088214,2.534567144208066,73.23536922667407,73.23536922667407
2025-05-15,2025-05-15,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,68.35439618438194,2.534567144208066,65.81982904017387,65.81982904017387
2025-05-16,2025-05-16,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,59.631432390115975,2.534567144208066,57.09686524590791,57.09686524590791
2025-05-17,2025-05-17,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.8780854050650839,2.534567144208066,-3.41265254927315,-3.41265254927315
2025-05-18,2025-05-18,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,30.01074695036374,2.534567144208066,27.476179806155674,27.476179806155674
2025-05-19,2025-05-19,stress,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,1.6773431484191006,2.534567144208066,-0.8572239957889654,-0.8572239957889654
2025-05-20,2025-05-20,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,10.759816014773046,2.534567144208066,8.225248870564979,8.225248870564979
2025-05-21,2025-05-21,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,25.449820435864673,2.534567144208066,22.915253291656608,22.915253291656608
2025-05-22,2025-05-22,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,57.755698421390896,2.534567144208066,55.22113127718283,55.22113127718283
2025-05-23,2025-05-23,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,4.793140504158539,2.534567144208066,2.258573359950473,2.258573359950473
2025-05-24,2025-05-24,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,59.44331961917884,2.534567144208066,56.90875247497077,56.90875247497077
2025-05-25,2025-05-25,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,11.287219918622787,2.534567144208066,8.75265277441472,8.75265277441472
2025-05-26,2025-05-26,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-2.1122570006320527,2.534567144208066,-4.646824144840119,-4.646824144840119
2025-05-27,2025-05-27,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,0.9789533883970112,2.534567144208066,-1.5556137558110548,-1.5556137558110548
2025-05-28,2025-05-28,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.0247710008678588,2.534567144208066,-3.559338145075925,-3.559338145075925
2025-05-29,2025-05-29,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,38.387641475569545,2.534567144208066,35.853074331361476,35.853074331361476
2025-05-30,2025-05-30,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.1634560049673905,2.534567144208066,-3.6980231491754565,-3.6980231491754565
2025-05-31,2025-05-31,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,0.46616951581007426,2.534567144208066,-2.0683976283979915,-2.0683976283979915
2025-06-01,2025-06-01,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,0.5589477323720979,2.534567144208066,-1.975619411835968,-1.975619411835968
2025-06-02,2025-06-02,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.5971581995302748,2.534567144208066,-3.1317253437383408,-3.1317253437383408
2025-06-03,2025-06-03,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.6258755254861221,2.534567144208066,-4.160442669694188,-4.160442669694188
2025-06-04,2025-06-04,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,1.7067283511526072,2.534567144208066,-0.8278387930554587,-0.8278387930554587
2025-06-05,2025-06-05,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.9135056284374952,2.534567144208066,-3.448072772645561,-3.448072772645561
2025-06-06,2025-06-06,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,10.853814697388508,2.534567144208066,8.319247553180443,8.319247553180443
2025-06-07,2025-06-07,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-1.0247848389999628,2.534567144208066,-3.5593519832080287,-3.5593519832080287
2025-06-08,2025-06-08,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.826675764444067,2.534567144208066,-6.361242908652133,-6.361242908652133
2025-06-09,2025-06-09,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.009997990323117,2.534567144208066,-5.544565134531183,-5.544565134531183
2025-06-10,2025-06-10,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-0.3005142128091949,2.534567144208066,-2.835081357017261,-2.835081357017261
2025-06-11,2025-06-11,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.6716801199094156,2.534567144208066,-6.206247264117481,-6.206247264117481
2025-06-12,2025-06-12,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.1009418253179044,2.534567144208066,-5.63550896952597,-5.63550896952597
2025-06-13,2025-06-13,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.0530359872619943,2.534567144208066,-5.58760313147006,-5.58760313147006
2025-06-14,2025-06-14,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-2.960650705927773,2.534567144208066,-5.495217850135839,-5.495217850135839
2025-06-15,2025-06-15,interim,arr,nas_delay_per_scheduled_op,NAS delay,min/op,1.0,-3.635424945045124,2.534567144208066,-6.16999208925319,-6.16999208925319
2025-03-18,2025-03-18,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,52.551020408163254,28.191690962099113,24.35932944606414,24.35932944606414
2025-03-19,2025-03-19,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,48.551020408163254,28.191690962099113,20.35932944606414,20.35932944606414
2025-03-20,2025-03-20,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,37.77551020408163,28.191690962099113,9.583819241982514,9.583819241982514
2025-03-21,2025-03-21,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,39.0204081632653,28.191690962099113,10.828717201166189,10.828717201166189
2025-03-22,2025-03-22,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,23.102040816326507,28.191690962099113,-5.089650145772605,-5.089650145772605
2025-03-23,2025-03-23,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,35.79591836734693,28.191690962099113,7.604227405247816,7.604227405247816
2025-03-24,2025-03-24,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,39.67346938775512,28.191690962099113,11.481778425656007,11.481778425656007
2025-03-25,2025-03-25,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,55.46938775510205,28.191690962099113,27.277696793002935,27.277696793002935
2025-03-26,2025-03-26,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,50.20408163265307,28.191690962099113,22.01239067055396,22.01239067055396
2025-03-27,2025-03-27,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,37.83673469387753,28.191690962099113,9.645043731778419,9.645043731778419
2025-03-28,2025-03-28,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,38.9591836734694,28.191690962099113,10.767492711370284,10.767492711370284
2025-03-29,2025-03-29,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,25.244897959183675,28.191690962099113,-2.946793002915438,-2.946793002915438
2025-03-30,2025-03-30,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,13.734693877551024,28.191690962099113,-14.456997084548089,-14.456997084548089
2025-03-31,2025-03-31,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,22.367346938775484,28.191690962099113,-5.824344023323629,-5.824344023323629
2025-04-01,2025-04-01,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,33.81632653061223,28.191690962099113,5.624635568513117,5.624635568513117
2025-04-02,2025-04-02,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,29.571428571428555,28.191690962099113,1.3797376093294424,1.3797376093294424
2025-04-03,2025-04-03,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,17.0,28.191690962099113,-11.191690962099113,-11.191690962099113
2025-04-04,2025-04-04,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,14.224489795918373,28.191690962099113,-13.96720116618074,-13.96720116618074
2025-04-05,2025-04-05,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,19.81632653061223,28.191690962099113,-8.375364431486883,-8.375364431486883
2025-04-06,2025-04-06,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,13.591836734693857,28.191690962099113,-14.599854227405256,-14.599854227405256
2025-04-07,2025-04-07,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,14.102040816326507,28.191690962099113,-14.089650145772605,-14.089650145772605
2025-04-08,2025-04-08,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,34.18367346938777,28.191690962099113,5.9919825072886574,5.9919825072886574
2025-04-09,2025-04-09,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,24.30612244897958,28.191690962099113,-3.8855685131195337,-3.8855685131195337
2025-04-10,2025-04-10,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,12.102040816326507,28.191690962099113,-16.089650145772605,-16.089650145772605
2025-04-11,2025-04-11,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,12.530612244897952,28.191690962099113,-15.66107871720116,-15.66107871720116
2025-04-12,2025-04-12,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,25.530612244897952,28.191690962099113,-2.6610787172011605,-2.6610787172011605
2025-04-13,2025-04-13,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,11.204081632653072,28.191690962099113,-16.98760932944604,-16.98760932944604
2025-04-14,2025-04-14,reference,dep,scheduled_ops,Scheduled operations,ops/day,1.0,7.102040816326507,28.191690962099113,-21.089650145772605,-21.089650145772605
2025-04-15,2025-04-15,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,9.653061224489818,28.191690962099113,-18.538629737609295,-18.538629737609295
2025-04-16,2025-04-16,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,4.244897959183675,28.191690962099113,-23.946793002915438,-23.946793002915438
2025-04-17,2025-04-17,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-6.755102040816325,28.191690962099113,-34.94679300291544,-34.94679300291544
2025-04-18,2025-04-18,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-6.9387755102040956,28.191690962099113,-35.13046647230321,-35.13046647230321
2025-04-19,2025-04-19,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,12.224489795918373,28.191690962099113,-15.96720116618074,-15.96720116618074
2025-04-20,2025-04-20,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-0.3061224489795791,28.191690962099113,-28.497813411078692,-28.497813411078692
2025-04-21,2025-04-21,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-7.244897959183675,28.191690962099113,-35.43658892128279,-35.43658892128279
2025-04-22,2025-04-22,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,12.632653061224516,28.191690962099113,-15.559037900874596,-15.559037900874596
2025-04-23,2025-04-23,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,8.040816326530603,28.191690962099113,-20.15087463556851,-20.15087463556851
2025-04-24,2025-04-24,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-6.448979591836746,28.191690962099113,-34.64067055393586,-34.64067055393586
2025-04-25,2025-04-25,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-8.346938775510182,28.191690962099113,-36.5386297376093,-36.5386297376093
2025-04-26,2025-04-26,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,16.51020408163265,28.191690962099113,-11.681486880466462,-11.681486880466462
2025-04-27,2025-04-27,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-4.387755102040842,28.191690962099113,-32.57944606413996,-32.57944606413996
2025-04-28,2025-04-28,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-7.755102040816325,28.191690962099113,-35.94679300291544,-35.94679300291544
2025-04-29,2025-04-29,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,11.836734693877531,28.191690962099113,-16.35495626822158,-16.35495626822158
2025-04-30,2025-04-30,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,12.448979591836746,28.191690962099113,-15.742711370262366,-15.742711370262366
2025-05-01,2025-05-01,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,6.0612244897959044,28.191690962099113,-22.13046647230321,-22.13046647230321
2025-05-02,2025-05-02,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,0.22448979591837315,28.191690962099113,-27.96720116618074,-27.96720116618074
2025-05-03,2025-05-03,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,33.571428571428555,28.191690962099113,5.3797376093294424,5.3797376093294424
2025-05-04,2025-05-04,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,3.5306122448979522,28.191690962099113,-24.66107871720116,-24.66107871720116
2025-05-05,2025-05-05,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,2.959183673469397,28.191690962099113,-25.232507288629716,-25.232507288629716
2025-05-06,2025-05-06,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,20.040816326530603,28.191690962099113,-8.15087463556851,-8.15087463556851
2025-05-07,2025-05-07,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,15.795918367346928,28.191690962099113,-12.395772594752184,-12.395772594752184
2025-05-08,2025-05-08,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,1.122448979591809,28.191690962099113,-27.069241982507304,-27.069241982507304
2025-05-09,2025-05-09,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,0.14285714285716722,28.191690962099113,-28.048833819241946,-28.048833819241946
2025-05-10,2025-05-10,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-2.9387755102040956,28.191690962099113,-31.13046647230321,-31.13046647230321
2025-05-11,2025-05-11,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-28.79591836734693,28.191690962099113,-56.987609329446045,-56.987609329446045
2025-05-12,2025-05-12,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-29.591836734693857,28.191690962099113,-57.78352769679297,-57.78352769679297
2025-05-13,2025-05-13,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-10.142857142857167,28.191690962099113,-38.33454810495628,-38.33454810495628
2025-05-14,2025-05-14,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-13.530612244897952,28.191690962099113,-41.72230320699707,-41.72230320699707
2025-05-15,2025-05-15,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-29.367346938775484,28.191690962099113,-57.5590379008746,-57.5590379008746
2025-05-16,2025-05-16,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-30.79591836734693,28.191690962099113,-58.987609329446045,-58.987609329446045
2025-05-17,2025-05-17,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-3.959183673469397,28.191690962099113,-32.15087463556851,-32.15087463556851
2025-05-18,2025-05-18,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-28.081632653061206,28.191690962099113,-56.27332361516032,-56.27332361516032
2025-05-19,2025-05-19,stress,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-34.71428571428572,28.191690962099113,-62.90597667638484,-62.90597667638484
2025-05-20,2025-05-20,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-17.20408163265307,28.191690962099113,-45.39577259475219,-45.39577259475219
2025-05-21,2025-05-21,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-21.387755102040842,28.191690962099113,-49.57944606413996,-49.57944606413996
2025-05-22,2025-05-22,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-39.061224489795904,28.191690962099113,-67.25291545189502,-67.25291545189502
2025-05-23,2025-05-23,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-40.10204081632651,28.191690962099113,-68.29373177842562,-68.29373177842562
2025-05-24,2025-05-24,interim,dep,scheduled_ops,Scheduled operations,ops/day,1.0,-10.0,28.191690962099113,-38.191690962099116,-38.191690962099116
