FlightDate,treated_airport,side,metric,observed,synthetic,gap,post
2025-01-01,EWR,arr,scheduled_ops,320.0,298.2794644404097,21.720535559590303,False
2025-01-02,EWR,arr,scheduled_ops,344.0,321.3541533167748,22.645846683225216,False
2025-01-03,EWR,arr,scheduled_ops,340.0,322.28299868791817,17.717001312081834,False
2025-01-04,EWR,arr,scheduled_ops,325.0,327.49882362112726,-2.498823621127258,False
2025-01-05,EWR,arr,scheduled_ops,344.0,333.01005725235643,10.989942747643568,False
2025-01-06,EWR,arr,scheduled_ops,342.0,335.47650905015456,6.5234909498454385,False
2025-01-07,EWR,arr,scheduled_ops,326.0,316.6998284071985,9.300171592801519,False
2025-01-08,EWR,arr,scheduled_ops,331.0,317.8831160383457,13.11688396165431,False
2025-01-09,EWR,arr,scheduled_ops,334.0,330.5765969209547,3.423403079045272,False
2025-01-10,EWR,arr,scheduled_ops,334.0,334.1617286819385,-0.16172868193848444,False
2025-01-11,EWR,arr,scheduled_ops,295.0,288.51348947375146,6.486510526248537,False
2025-01-12,EWR,arr,scheduled_ops,329.0,327.782422418181,1.2175775818190004,False
2025-01-13,EWR,arr,scheduled_ops,335.0,328.471764119319,6.528235880680995,False
2025-01-14,EWR,arr,scheduled_ops,318.0,310.56510131344913,7.434898686550866,False
2025-01-15,EWR,arr,scheduled_ops,320.0,311.6142352700601,8.385764729939922,False
2025-01-16,EWR,arr,scheduled_ops,335.0,333.6793039064753,1.3206960935247025,False
2025-01-17,EWR,arr,scheduled_ops,334.0,333.83678698471135,0.1632130152886475,False
2025-01-18,EWR,arr,scheduled_ops,294.0,286.8640738308619,7.135926169138088,False
2025-01-19,EWR,arr,scheduled_ops,327.0,317.0928693817465,9.907130618253518,False
2025-01-20,EWR,arr,scheduled_ops,335.0,335.21391120697405,-0.2139112069740463,False
2025-01-21,EWR,arr,scheduled_ops,321.0,311.16734692281506,9.832653077184943,False
2025-01-22,EWR,arr,scheduled_ops,321.0,312.29493570893743,8.70506429106257,False
2025-01-23,EWR,arr,scheduled_ops,335.0,332.31438670873115,2.685613291268851,False
2025-01-24,EWR,arr,scheduled_ops,333.0,332.6692226980721,0.3307773019279239,False
2025-01-25,EWR,arr,scheduled_ops,295.0,289.0139508499061,5.986049150093891,False
2025-01-26,EWR,arr,scheduled_ops,329.0,330.19952214096054,-1.1995221409605392,False
2025-01-27,EWR,arr,scheduled_ops,335.0,329.1524645581964,5.847535441803586,False
2025-01-28,EWR,arr,scheduled_ops,319.0,310.8024297250708,8.197570274929205,False
2025-01-29,EWR,arr,scheduled_ops,321.0,312.29493570893743,8.70506429106257,False
2025-01-30,EWR,arr,scheduled_ops,335.0,331.57798742482896,3.4220125751710384,False
2025-01-31,EWR,arr,scheduled_ops,333.0,331.9363397341593,1.0636602658407242,False
2025-02-01,EWR,arr,scheduled_ops,295.0,289.0139508499061,5.986049150093891,False
2025-02-02,EWR,arr,scheduled_ops,329.0,329.8837388998273,-0.8837388998272786,False
2025-02-03,EWR,arr,scheduled_ops,335.0,329.83316499707377,5.166835002926234,False
2025-02-04,EWR,arr,scheduled_ops,319.0,310.8059460450602,8.194053954939818,False
2025-02-05,EWR,arr,scheduled_ops,321.0,312.2949357089375,8.705064291062513,False
2025-02-06,EWR,arr,scheduled_ops,337.0,335.10343626923367,1.8965637307663314,False
2025-02-07,EWR,arr,scheduled_ops,335.0,335.2052205024449,-0.2052205024448881,False
2025-02-08,EWR,arr,scheduled_ops,295.0,289.9441867249236,5.055813275076389,False
2025-02-09,EWR,arr,scheduled_ops,326.0,323.04751930580096,2.952480694199039,False
2025-02-10,EWR,arr,scheduled_ops,340.0,332.68494604257995,7.315053957420048,False
2025-02-11,EWR,arr,scheduled_ops,318.0,311.61423527006,6.385764729939979,False
2025-02-12,EWR,arr,scheduled_ops,324.0,324.3822925782742,-0.38229257827418905,False
2025-02-13,EWR,arr,scheduled_ops,355.0,345.94191289406336,9.058087105936636,False
2025-02-14,EWR,arr,scheduled_ops,354.0,345.21559481856445,8.784405181435545,False
2025-02-15,EWR,arr,scheduled_ops,309.0,319.7943080994661,-10.794308099466093,False
2025-02-16,EWR,arr,scheduled_ops,348.0,333.25767820767766,14.742321792322343,False
2025-02-17,EWR,arr,scheduled_ops,354.0,344.7146656908449,9.285334309155076,False
2025-02-18,EWR,arr,scheduled_ops,344.0,331.6626450588375,12.337354941162516,False
2025-02-19,EWR,arr,scheduled_ops,342.0,330.0603994494715,11.939600550528496,False
2025-02-20,EWR,arr,scheduled_ops,355.0,347.43302837405577,7.566971625944234,False
2025-02-21,EWR,arr,scheduled_ops,354.0,344.75649944680094,9.243500553199056,False
2025-02-22,EWR,arr,scheduled_ops,310.0,318.89396651656216,-8.893966516562159,False
2025-02-23,EWR,arr,scheduled_ops,351.0,338.3328842778759,12.667115722124095,False
2025-02-24,EWR,arr,scheduled_ops,355.0,344.62825546904537,10.37174453095463,False
2025-02-25,EWR,arr,scheduled_ops,344.0,328.47935742769016,15.52064257230984,False
2025-02-26,EWR,arr,scheduled_ops,342.0,327.43373979106866,14.56626020893134,False
2025-02-27,EWR,arr,scheduled_ops,355.0,345.62612965293016,9.37387034706984,False
2025-02-28,EWR,arr,scheduled_ops,354.0,343.26963559903896,10.730364400961037,False
2025-03-01,EWR,arr,scheduled_ops,305.0,318.08780310767764,-13.087803107677644,False
2025-03-02,EWR,arr,scheduled_ops,351.0,337.59296867398433,13.40703132601567,False
2025-03-03,EWR,arr,scheduled_ops,354.0,342.5304553073885,11.469544692611521,False
2025-03-04,EWR,arr,scheduled_ops,341.0,324.63460902216286,16.365390977837137,False
2025-03-05,EWR,arr,scheduled_ops,343.0,327.9297620949247,15.070237905075317,False
2025-03-06,EWR,arr,scheduled_ops,354.0,345.7069104894458,8.293089510554182,False
2025-03-07,EWR,arr,scheduled_ops,355.0,344.2200466416839,10.779953358316106,False
2025-03-08,EWR,arr,scheduled_ops,303.0,322.28638462962874,-19.286384629628742,False
2025-03-09,EWR,arr,scheduled_ops,350.0,347.5041267775325,2.4958732224674804,False
2025-03-10,EWR,arr,scheduled_ops,356.0,346.0698637641027,9.930136235897294,False
2025-03-11,EWR,arr,scheduled_ops,348.0,341.6960556709405,6.3039443290595045,False
2025-03-12,EWR,arr,scheduled_ops,351.0,338.77941732431566,12.22058267568434,False
2025-03-13,EWR,arr,scheduled_ops,354.0,349.047107779616,4.952892220384001,False
2025-03-14,EWR,arr,scheduled_ops,355.0,346.6159427768789,8.38405722312109,False
2025-03-15,EWR,arr,scheduled_ops,301.0,326.42266412028016,-25.42266412028016,False
2025-03-16,EWR,arr,scheduled_ops,349.0,348.3681148475572,0.6318851524428055,False
2025-03-17,EWR,arr,scheduled_ops,355.0,345.39267964521474,9.607320354785259,False
2025-03-18,EWR,arr,scheduled_ops,348.0,341.7623034759335,6.237696524066507,False
2025-03-19,EWR,arr,scheduled_ops,352.0,340.39526046207425,11.604739537925752,False
2025-03-20,EWR,arr,scheduled_ops,358.0,350.7221660823887,7.277833917611304,False
2025-03-21,EWR,arr,scheduled_ops,359.0,348.28748475966216,10.712515240337837,False
2025-03-22,EWR,arr,scheduled_ops,306.0,329.41728954485166,-23.417289544851656,False
2025-03-23,EWR,arr,scheduled_ops,353.0,350.05020579030867,2.9497942096913334,False
2025-03-24,EWR,arr,scheduled_ops,359.0,347.00149014299444,11.998509857005558,False
2025-03-25,EWR,arr,scheduled_ops,351.0,342.6868972148465,8.31310278515349,False
2025-03-26,EWR,arr,scheduled_ops,353.0,341.0724445809622,11.927555419037787,False
2025-03-27,EWR,arr,scheduled_ops,358.0,351.3993502012767,6.600649798723282,False
2025-03-28,EWR,arr,scheduled_ops,359.0,348.2910010796516,10.708998920348392,False
2025-03-29,EWR,arr,scheduled_ops,305.0,328.30894042322655,-23.308940423226545,False
2025-03-30,EWR,arr,scheduled_ops,335.0,346.6089595791683,-11.6089595791683,False
2025-03-31,EWR,arr,scheduled_ops,337.0,342.4888217423215,-5.488821742321477,False
2025-04-01,EWR,arr,scheduled_ops,332.0,341.5777310085603,-9.577731008560306,False
2025-04-02,EWR,arr,scheduled_ops,332.0,339.34040259693865,-7.340402596938645,False
2025-04-03,EWR,arr,scheduled_ops,335.0,348.11558706837235,-13.11558706837235,False
2025-04-04,EWR,arr,scheduled_ops,335.0,335.5908496409808,-0.5908496409808208,False
2025-04-05,EWR,arr,scheduled_ops,302.0,307.5167127314235,-5.5167127314235245,False
2025-04-06,EWR,arr,scheduled_ops,331.0,345.6976575101111,-14.697657510111128,False
2025-04-07,EWR,arr,scheduled_ops,335.0,340.04514385652885,-5.045143856528853,False
2025-04-08,EWR,arr,scheduled_ops,329.0,330.45324701624224,-1.4532470162422442,False
2025-04-09,EWR,arr,scheduled_ops,324.0,325.49875898521566,-1.4987589852156589,False
2025-04-10,EWR,arr,scheduled_ops,332.0,336.81438033332097,-4.814380333320969,False
2025-04-11,EWR,arr,scheduled_ops,332.0,332.9033841228007,-0.9033841228006736,False
2025-04-12,EWR,arr,scheduled_ops,298.0,295.11549824617987,2.884501753820132,False
2025-04-13,EWR,arr,scheduled_ops,330.0,336.98381401980686,-6.983814019806857,False
2025-04-14,EWR,arr,scheduled_ops,329.0,334.60007546686205,-5.600075466862052,False
2025-04-15,EWR,arr,scheduled_ops,303.0,327.9543380369897,-24.954338036989725,False
2025-04-16,EWR,arr,scheduled_ops,306.0,326.3349785792418,-20.334978579241806,False
2025-04-17,EWR,arr,scheduled_ops,315.0,338.3172350862669,-23.31723508626692,False
2025-04-18,EWR,arr,scheduled_ops,316.0,335.2053696446525,-19.205369644652478,False
2025-04-19,EWR,arr,scheduled_ops,287.0,297.46144334010285,-10.461443340102846,False
2025-04-20,EWR,arr,scheduled_ops,318.0,338.73806246433213,-20.73806246433213,False
2025-04-21,EWR,arr,scheduled_ops,314.0,333.8496109030024,-19.84961090300237,False
2025-04-22,EWR,arr,scheduled_ops,305.0,320.0275128143134,-15.027512814313411,False
2025-04-23,EWR,arr,scheduled_ops,306.0,323.23014577760614,-17.23014577760614,False
2025-04-24,EWR,arr,scheduled_ops,314.0,331.6785302963736,-17.678530296373594,False
2025-04-25,EWR,arr,scheduled_ops,315.0,332.1653941441356,-17.165394144135576,False
2025-04-26,EWR,arr,scheduled_ops,288.0,287.04072162968583,0.9592783703141663,False
2025-04-27,EWR,arr,scheduled_ops,316.0,332.63710806660265,-16.63710806660265,False
2025-04-28,EWR,arr,scheduled_ops,314.0,331.5530673263664,-17.553067326366374,False
2025-04-29,EWR,arr,scheduled_ops,303.0,319.7046969332014,-16.704696933201376,False
2025-04-30,EWR,arr,scheduled_ops,308.0,319.4331408248156,-11.43314082481561,False
2025-05-01,EWR,arr,scheduled_ops,328.0,329.0530737017767,-1.053073701776725,False
2025-05-02,EWR,arr,scheduled_ops,323.0,328.9240944117802,-5.924094411780175,False
2025-05-03,EWR,arr,scheduled_ops,305.0,286.12953797909734,18.870462020902664,False
2025-05-04,EWR,arr,scheduled_ops,323.0,328.0497687170836,-5.049768717083623,False
2025-05-05,EWR,arr,scheduled_ops,325.0,320.0165088536012,4.983491146398819,False
2025-05-06,EWR,arr,scheduled_ops,310.0,304.11900450382524,5.880995496174762,False
2025-05-07,EWR,arr,scheduled_ops,311.0,300.1295534637935,10.870446536206487,False
2025-05-08,EWR,arr,scheduled_ops,324.0,318.4397184640504,5.560281535949628,False
2025-05-09,EWR,arr,scheduled_ops,324.0,318.30861335793855,5.691386642061445,False
2025-05-10,EWR,arr,scheduled_ops,269.0,266.29584458296415,2.7041554170358495,False
2025-05-11,EWR,arr,scheduled_ops,292.0,313.66184072499743,-21.661840724997433,False
